id,key,value,type
3038902,foot,Yes,regular
3038902,name,Kıbrıs Sehitleri Avenue,regular
3038902,access,Designated,regular
3038902,bicycle,Yes,regular
3038902,highway,Pedestrian,regular
3038902,alt_name,Alsancak Sevgi Yolu,regular
3038902,motor_vehicle,Designated,regular
3038929,name,Plevne Boulevard,regular
3038929,highway,Residential,regular
3038946,oneway,No,regular
3038946,highway,Unclassified,regular
3038957,name,Gazi Boulevard,regular
3038957,oneway,Yes,regular
3038957,highway,Primary,regular
4392379,hgv,No,regular
4392379,ref,D550,regular
4392379,name,Anadolu Avenue,regular
4392379,lanes,3,regular
4392379,oneway,Yes,regular
4392379,highway,Trunk,regular
4392379,int_ref,E 87,regular
4392379,maxspeed,70,regular
4392410,ref,D550,regular
4392410,name,Anadolu Avenue,regular
4392410,lanes,3,regular
4392410,layer,1,regular
4392410,bridge,Yes,regular
4392410,oneway,Yes,regular
4392410,highway,Trunk,regular
4392410,int_ref,E 87,regular
4392410,maxspeed,50,regular
4392510,ref,O-31,regular
4392510,toll,Yes,regular
4392510,lanes,3,regular
4392510,oneway,Yes,regular
4392510,highway,Motorway,regular
4392510,surface,Asphalt,regular
4392510,maxspeed,120,regular
4520620,source,PGS,regular
4520620,natural,Coastline,regular
4520620,created_by,Almien_Coastlines,regular
4520621,source,PGS,regular
4520621,natural,Coastline,regular
4520621,created_by,Almien_Coastlines,regular
4520625,source,PGS,regular
4520625,natural,Coastline,regular
4520625,created_by,Almien_Coastlines,regular
4520626,source,PGS,regular
4520626,natural,Coastline,regular
4520626,created_by,Almien_Coastlines,regular
4520627,source,PGS,regular
4520627,natural,Coastline,regular
4520627,created_by,Almien_Coastlines,regular
4520632,source,PGS,regular
4520632,natural,Coastline,regular
4520632,created_by,Almien_Coastlines,regular
4520633,source,PGS,regular
4520633,natural,Coastline,regular
4520633,created_by,Almien_Coastlines,regular
4520650,source,PGS,regular
4520650,natural,Coastline,regular
4520650,created_by,Almien_Coastlines,regular
4520658,source,PGS,regular
4520658,natural,Coastline,regular
4520658,created_by,Almien_Coastlines,regular
4520668,source,PGS,regular
4520668,natural,Coastline,regular
4520683,source,PGS,regular
4520683,natural,Coastline,regular
4520688,source,PGS,regular
4520688,natural,Coastline,regular
4520708,source,PGS,regular
4520708,natural,Coastline,regular
4520718,source,PGS,regular
4520718,natural,Coastline,regular
4581794,source,PGS,regular
4581794,natural,Coastline,regular
4581798,ref,D300,regular
4581798,lanes,3,regular
4581798,oneway,Yes,regular
4581798,highway,Primary,regular
4581798,maxspeed,50,regular
4581802,name,Dr. Refik Saydam Boulevard,regular
4581802,lanes,2,regular
4581802,oneway,No,regular
4581802,highway,Primary,regular
4581802,maxspeed,30,regular
4581804,ref,D300,regular
4581804,oneway,Yes,regular
4581804,highway,Primary,regular
4581805,oneway,Yes,regular
4581805,highway,Tertiary,regular
4582080,source,PGS,regular
4582080,natural,Coastline,regular
4986951,ref,O-30,regular
4986951,oneway,Yes,regular
4986951,highway,Motorway,regular
4986951,maxspeed,80,regular
4986951,embankment,Yes,regular
4986956,ref,K-30/08,regular
4986956,oneway,Yes,regular
4986956,highway,Motorway_Link,regular
4986956,maxspeed,80,regular
4986957,ref,O-30,regular
4986957,layer,1,regular
4986957,bridge,Yes,regular
4986957,oneway,Yes,regular
4986957,highway,Motorway,regular
4986959,ref,K-30/08,regular
4986959,oneway,Yes,regular
4986959,highway,Motorway_Link,regular
4986959,maxspeed,50,regular
4986959,created_by,Potlatch 0.10F,regular
4986960,highway,Residential,regular
4986960,maxspeed,20,regular
4986960,oneway,Yes,regular
4986960,ref,K-30/08,regular
4986964,ref,O-30,regular
4986964,name,Izmir Otogar Bağlantısı,regular
4986964,oneway,Yes,regular
4986964,highway,Motorway,regular
4986964,maxspeed,80;50,regular
4987078,note,"Landsat Outdated, New Terminal 2007",regular
4987078,aeroway,Terminal,regular
4987079,ref,D550,regular
4987079,name,Akçay Avenue,regular
4987079,oneway,Yes,regular
4987079,highway,Trunk,regular
4987079,int_ref,E 87,regular
4987079,surface,Asphalt,regular
4987081,highway,Trunk,regular
4987081,int_ref,E 87,regular
4987081,oneway,Yes,regular
4987081,ref,D550,regular
4987087,ref,D300,regular
4987087,name,İnönü Avenue,regular
4987087,oneway,Yes,regular
4987087,highway,Primary,regular
4987088,oneway,Yes,regular
4987088,source,Bing,regular
4987088,highway,Residential,regular
4987089,oneway,Yes,regular
4987089,highway,Primary,regular
4987090,name,Kasaplar Square,regular
4987090,highway,Secondary,regular
4987093,ref,O-30,regular
4987093,name,İzmir-Çeşme Otoyolu,regular
4987093,lanes,3,regular
4987093,oneway,Yes,regular
4987093,highway,Motorway,regular
4987093,surface,Asphalt,regular
4987093,maxspeed,120,regular
4987095,aeroway,Apron,regular
4987096,ref,16L/34R,regular
4987096,aeroway,Runway,regular
4987098,aeroway,Taxiway,regular
4987099,aeroway,Taxiway,regular
4987099,created_by,JOSM,regular
4987100,aeroway,Taxiway,regular
4987100,created_by,JOSM,regular
4987102,lanes,1,regular
4987102,oneway,Yes,regular
4987102,highway,Trunk_Link,regular
4987106,ref,O-30,regular
4987106,name,Izmir Çevre Yolu,regular
4987106,oneway,Yes,regular
4987106,highway,Motorway_Link,regular
4987106,surface,Asphalt,regular
4987106,maxspeed,90,regular
4987107,name,Erdem Avenue,regular
4987107,highway,Secondary,regular
4987107,city,"Buca, Izmir",addr
4987108,oneway,Yes,regular
4987108,highway,Motorway_Link,regular
4987108,surface,Asphalt,regular
9254063,highway,Secondary,regular
9254169,oneway,Yes,regular
9254169,highway,Primary,regular
9256135,oneway,Yes,regular
9256135,highway,Trunk_Link,regular
9256135,maxspeed,50,regular
9256595,name,Fevzi Çakmak Avenue,regular
9256595,highway,Tertiary,regular
9256708,name,Onat Avenue,regular
9256708,highway,Tertiary,regular
9256775,name,Adnan Kahveci Avenue,regular
9256775,oneway,Yes,regular
9256775,highway,Secondary,regular
9256775,surface,Asphalt,regular
9256775,maxspeed,30,regular
9257519,oneway,Yes,regular
9257519,highway,Tertiary,regular
9257828,highway,Tertiary,regular
9258112,oneway,Yes,regular
9258112,highway,Tertiary,regular
9258259,oneway,Yes,regular
9258259,highway,Tertiary,regular
9259049,oneway,Yes,regular
9259049,highway,Primary,regular
9259097,lit,No,regular
9259097,foot,Yes,regular
9259097,name,Forbes Street,regular
9259097,oneway,No,regular
9259097,highway,Pedestrian,regular
9259097,surface,Asphalt,regular
9259097,maxspeed,30,regular
9259097,description,Forbes Sevgi Yolu,regular
9259135,oneway,Yes,regular
9259135,highway,Primary,regular
9259458,name,302 SK,regular
9259458,oneway,No,regular
9259458,highway,Unclassified,regular
9259458,maxspeed,30,regular
9259768,highway,Unclassified,regular
9259797,name,Cemil Şeboy Avenue,regular
9259797,oneway,No,regular
9259797,highway,Residential,regular
9259797,surface,Asphalt,regular
9259797,maxspeed,50,regular
9259931,name,Namık Kemal Avenue,regular
9259931,highway,Secondary,regular
9265205,highway,Tertiary,regular
9265205,name,Şehitler Avenue,regular
9265205,railway,Tram,regular
9265321,name,Kamil Tunca Boulevard,regular
9265321,oneway,Yes,regular
9265321,highway,Primary,regular
9265479,name,Kemalpaşa Avenue,regular
9265479,oneway,Yes,regular
9265479,highway,Primary,regular
9265479,maxspeed,50,regular
9265619,highway,Service,regular
9265978,ref,D550,regular
9265978,oneway,Yes,regular
9265978,highway,Trunk,regular
9265978,int_ref,E 87,regular
9265978,maxspeed,70,regular
9266520,name,Mürsel Pasa Boulevard,regular
9266520,oneway,Yes,regular
9266520,highway,Primary,regular
9266557,layer,2,regular
9266557,bridge,Yes,regular
9266557,oneway,Yes,regular
9266557,highway,Trunk_Link,regular
9266557,maxspeed,60,regular
9266649,oneway,Yes,regular
9266649,highway,Primary,regular
9266671,name,Mürsel Pasa Boulevard,regular
9266671,oneway,Yes,regular
9266671,highway,Primary,regular
9266934,highway,Tertiary,regular
9267089,oneway,Yes,regular
9267089,highway,Primary_Link,regular
9267390,oneway,Yes,regular
9267390,highway,Residential,regular
9267476,name,361 Street,regular
9267476,highway,Residential,regular
9267628,highway,Unclassified,regular
9267741,oneway,Yes,regular
9267741,highway,Tertiary,regular
9267789,highway,Unclassified,regular
9267837,name,367 Street,regular
9267837,highway,Residential,regular
9267887,highway,Tertiary,regular
9268028,name,Özmen Avenue,regular
9268028,oneway,No,regular
9268028,highway,Residential,regular
9268028,surface,Asphalt,regular
9268028,maxspeed,50,regular
9268301,highway,Tertiary,regular
9378920,layer,1,regular
9378920,oneway,Yes,regular
9378920,highway,Trunk_Link,regular
9378931,ref,D550,regular
9378931,layer,2,regular
9378931,bridge,Yes,regular
9378931,oneway,Yes,regular
9378931,highway,Trunk,regular
9378931,int_ref,E 87,regular
9379324,oneway,Yes,regular
9379324,highway,Primary,regular
9380195,oneway,Yes,regular
9380195,highway,Primary,regular
9380197,name,Gaziler Avenue,regular
9380197,oneway,Yes,regular
9380197,highway,Primary,regular
9381787,oneway,Yes,regular
9381787,highway,Primary,regular
9381788,lanes,2,regular
9381788,oneway,Yes,regular
9381788,highway,Primary,regular
9381792,lanes,2,regular
9381792,oneway,Yes,regular
9381792,highway,Primary,regular
9381793,name,9 Eylül Square,regular
9381793,oneway,Yes,regular
9381793,highway,Primary,regular
9381793,junction,Roundabout,regular
9381794,name,Gazi Boulevard,regular
9381794,oneway,Yes,regular
9381794,highway,Primary,regular
9381795,name,Gazi Boulevard,regular
9381795,oneway,Yes,regular
9381795,highway,Primary,regular
9381797,highway,Primary,regular
9381801,name,Gazi Boulevard,regular
9381801,oneway,Yes,regular
9381801,highway,Primary,regular
9381802,name,Cumhuriyet Boulevard,regular
9381802,oneway,Yes,regular
9381802,highway,Primary,regular
9383057,name,Izmir Sirinyer Hipodromu,regular
9383057,leisure,Track,regular
9383057,city,"Buca, Izmir",addr
13871288,oneway,Yes,regular
13871288,highway,Motorway_Link,regular
13871288,surface,Asphalt,regular
13871673,oneway,Yes,regular
13871673,highway,Motorway_Link,regular
13871673,surface,Asphalt,regular
13871680,oneway,Yes,regular
13871680,highway,Motorway_Link,regular
13871680,surface,Asphalt,regular
13872213,gauge,1435,regular
13872213,usage,Main,regular
13872213,railway,Rail,regular
13872213,voltage,25000,regular
13872213,frequency,50,regular
13872213,electrified,Contact_Line,regular
16350921,ref,D565;D.565,regular
16350921,name,İzmir-Manisa Yolu,regular
16350921,oneway,Yes,regular
16350921,highway,Trunk,regular
16350921,int_ref,E 881,regular
20138994,highway,Trunk,regular
20138994,name,Seferihisar İl Yolu,regular
20138994,oneway,Yes,regular
20138994,ref,35-39,regular
23610537,lanes,2,regular
23610537,oneway,Yes,regular
23610537,highway,Trunk_Link,regular
23610538,lanes,1,regular
23610538,oneway,Yes,regular
23610538,highway,Trunk_Link,regular
23610539,ref,D550,regular
23610539,name,İzmir-Aydın Yolu,regular
23610539,lanes,2,regular
23610539,oneway,Yes,regular
23610539,highway,Trunk,regular
23610539,int_ref,E 87,regular
23610540,lanes,2,regular
23610540,oneway,Yes,regular
23610540,highway,Service,regular
23610541,lanes,1,regular
23610541,oneway,Yes,regular
23610541,highway,Trunk_Link,regular
23610542,lanes,1,regular
23610542,oneway,Yes,regular
23610542,highway,Service,regular
23610544,ref,D550,regular
23610544,name,İzmir-Aydın Yolu,regular
23610544,oneway,Yes,regular
23610544,highway,Trunk,regular
23610544,int_ref,E 87,regular
23612310,ref,O-32,regular
23612310,name,İzmir-Çeşme Otoyolu,regular
23612310,lanes,3,regular
23612310,oneway,Yes,regular
23612310,highway,Motorway,regular
23612310,maxspeed,90,regular
23612310,minspeed,40,regular
23612326,sport,Soccer,regular
23612326,leisure,Pitch,regular
23612332,sport,Soccer,regular
23612332,amenity,Parking,regular
23612334,lanes,1,regular
23612334,oneway,Yes,regular
23612334,highway,Motorway_Link,regular
23612334,maxspeed,50,regular
23612335,leisure,Track,regular
23612335,created_by,Potlatch 0.8A,regular
23612336,lanes,1,regular
23612336,layer,2,regular
23612336,bridge,Yes,regular
23612336,oneway,Yes,regular
23612336,highway,Motorway_Link,regular
23612336,maxspeed,70,regular
23612345,leisure,Track,regular
23612345,created_by,Potlatch 0.8A,regular
23612376,ref,O-30,regular
23612376,lanes,3,regular
23612376,layer,2,regular
23612376,bridge,Yes,regular
23612376,oneway,Yes,regular
23612376,highway,Motorway,regular
23612376,maxspeed,90,regular
23612376,minspeed,40,regular
23612391,lanes,2,regular
23612391,layer,2,regular
23612391,bridge,Yes,regular
23612391,oneway,Yes,regular
23612391,highway,Motorway_Link,regular
23612466,layer,-1,regular
23612466,landuse,Village_Green,regular
23612466,leisure,Pitch,regular
23612481,ref,O-30,regular
23612481,lanes,3,regular
23612481,layer,2,regular
23612481,bridge,Yes,regular
23612481,oneway,Yes,regular
23612481,highway,Motorway,regular
23612481,surface,Asphalt,regular
23612481,maxspeed,80,regular
23612486,lanes,2,regular
23612486,layer,2,regular
23612486,bridge,Yes,regular
23612486,oneway,Yes,regular
23612486,highway,Motorway_Link,regular
23612491,lanes,3,regular
23612491,layer,2,regular
23612491,bridge,Yes,regular
23612491,oneway,Yes,regular
23612491,highway,Motorway_Link,regular
23612491,maxspeed,70,regular
23612504,lanes,2,regular
23612504,oneway,Yes,regular
23612504,highway,Motorway_Link,regular
23612504,maxspeed,90,regular
23612504,minspeed,40,regular
23612509,lanes,3,regular
23612509,oneway,Yes,regular
23612509,highway,Motorway_Link,regular
23612509,maxspeed,70,regular
23612523,lanes,1,regular
23612523,oneway,Yes,regular
23612523,highway,Motorway_Link,regular
23612523,maxspeed,50,regular
23612526,lanes,1,regular
23612526,oneway,Yes,regular
23612526,highway,Motorway_Link,regular
23612526,maxspeed,80,regular
23612527,lanes,2,regular
23612527,oneway,Yes,regular
23612527,highway,Motorway_Link,regular
23612527,maxspeed,80,regular
23612529,lanes,2,regular
23612529,layer,1,regular
23612529,bridge,Yes,regular
23612529,oneway,Yes,regular
23612529,highway,Motorway_Link,regular
23612543,ref,D300,regular
23612543,oneway,Yes,regular
23612543,highway,Primary,regular
23612548,oneway,Yes,regular
23612548,highway,Secondary,regular
23612560,oneway,Yes,regular
23612560,highway,Secondary,regular
23615315,landuse,Cemetery,regular
23615327,highway,Primary,regular
23615327,junction,Roundabout,regular
23615345,name,Smyrna Square,regular
23615345,highway,Primary,regular
23615345,junction,Roundabout,regular
23615345,maxspeed,30,regular
23615355,highway,Tertiary,regular
23615355,oneway,Yes,regular
23615358,highway,Tertiary,regular
23615373,landuse,Forest,regular
23615391,highway,Tertiary,regular
23615392,highway,Tertiary,regular
23615398,highway,Tertiary,regular
23615401,highway,Tertiary,regular
23615410,highway,Tertiary,regular
23615411,highway,Tertiary,regular
23615417,highway,Tertiary,regular
23615429,highway,Tertiary,regular
23615432,name,Gazi Avenue,regular
23615432,highway,Tertiary,regular
23615437,highway,Tertiary,regular
23615445,highway,Primary,regular
23615494,highway,Tertiary,regular
23615503,name,Burak Reis Avenue,regular
23615503,lanes,1,regular
23615503,oneway,Yes,regular
23615503,highway,Tertiary,regular
23615503,maxspeed,20,regular
23615533,name,1561 Street,regular
23615533,highway,Secondary,regular
23615562,oneway,Yes,regular
23615562,highway,Secondary_Link,regular
23615608,name,Adnan Kahveci Avenue,regular
23615608,oneway,Yes,regular
23615608,highway,Secondary,regular
23615608,surface,Asphalt,regular
23615608,maxspeed,30,regular
23615614,name,353 Street,regular
23615614,highway,Residential,regular
23615615,highway,Unclassified,regular
23615615,created_by,Potlatch 0.10F,regular
23615618,name,365 Street,regular
23615618,highway,Residential,regular
23615621,name,366 Street,regular
23615621,highway,Residential,regular
23615623,highway,Residential,regular
23615625,highway,Residential,regular
23615626,highway,Residential,regular
23615637,name,351 Street,regular
23615637,highway,Residential,regular
23615638,oneway,Yes,regular
23615638,highway,Residential,regular
23615638,surface,Asphalt,regular
23615638,maxspeed,30,regular
23615642,highway,Unclassified,regular
23615644,name,337 Street,regular
23615644,highway,Residential,regular
23615644,created_by,Potlatch 0.10F,regular
23615645,name,343 Street,regular
23615645,highway,Residential,regular
23615645,created_by,Potlatch 0.10F,regular
23615647,highway,Unclassified,regular
23615647,created_by,Potlatch 0.10F,regular
23615648,name,302 SOKAK,regular
23615648,oneway,No,regular
23615648,highway,Unclassified,regular
23615648,surface,Asphalt,regular
23615648,maxspeed,50,regular
23615665,name,296 Street,regular
23615665,highway,Unclassified,regular
23615667,foot,Yes,regular
23615667,name,297 Street,regular
23615667,oneway,No,regular
23615667,bicycle,Yes,regular
23615667,highway,Unclassified,regular
23615667,surface,Asphalt,regular
23615669,highway,Unclassified,regular
23615670,name,469 Street,regular
23615670,highway,Residential,regular
23615692,oneway,Yes,regular
23615692,highway,Primary_Link,regular
23615726,ref,D550,regular
23615726,name,Yeşillik Avenue,regular
23615726,oneway,Yes,regular
23615726,highway,Trunk,regular
23615726,int_ref,E 87,regular
23615727,oneway,-1,regular
23615727,highway,Primary_Link,regular
23615728,oneway,Yes,regular
23615728,highway,Primary,regular
23615730,ref,D550,regular
23615730,oneway,Yes,regular
23615730,highway,Trunk,regular
23615730,int_ref,E 87,regular
23615731,highway,Trunk,regular
23615731,int_ref,E 87,regular
23615731,oneway,Yes,regular
23615731,ref,D550,regular
23615744,oneway,Yes,regular
23615744,highway,Primary_Link,regular
23615754,oneway,Yes,regular
23615754,highway,Primary_Link,regular
23615754,maxspeed,50,regular
23615767,oneway,Yes,regular
23615767,highway,Primary_Link,regular
23615773,highway,Living_Street,regular
23615797,highway,Living_Street,regular
23615804,name,510 Street,regular
23615804,highway,Residential,regular
23615806,name,Şükrü Saracoğlu Avenue,regular
23615806,oneway,No,regular
23615806,highway,Residential,regular
23615814,name,Mithatpaşa Avenue,regular
23615814,oneway,Yes,regular
23615814,highway,Secondary,regular
23615818,highway,Living_Street,regular
23615829,foot,Yes,regular
23615829,name,853 Street,regular
23615829,highway,Living_Street,regular
23615831,foot,Yes,regular
23615831,name,1313 Street,regular
23615831,highway,Living_Street,regular
23615834,foot,Yes,regular
23615834,highway,Living_Street,regular
23615835,highway,Residential,regular
23615838,foot,Yes,regular
23615838,name,900 Street,regular
23615838,highway,Living_Street,regular
23615841,highway,Residential,regular
23615844,bus,Yes,regular
23615844,name,Vali Kâzım Dirik Avenue,regular
23615844,oneway,Yes,regular
23615844,highway,Residential,regular
23615849,foot,Yes,regular
23615849,highway,Pedestrian,regular
23615850,name,Şehit Fethi Bey Avenue,regular
23615850,oneway,Yes,regular
23615850,highway,Residential,regular
23615855,name,860 Street,regular
23615855,highway,Footway,regular
23615877,foot,Yes,regular
23615877,name,892 Street,regular
23615877,highway,Living_Street,regular
23615878,foot,Yes,regular
23615878,name,855 Street,regular
23615878,highway,Living_Street,regular
23615881,foot,Yes,regular
23615881,highway,Living_Street,regular
23615890,foot,Yes,regular
23615890,highway,Pedestrian,regular
23615911,foot,Yes,regular
23615911,name,Müücibür Rahman Street,regular
23615911,highway,Pedestrian,regular
23615912,access,No,regular
23615912,foot,Yes,regular
23615912,highway,Living_Street,regular
23615912,name,Milli Kütüphane Avenue,regular
23615926,highway,Residential,regular
23615927,highway,Residential,regular
23615930,highway,Residential,regular
23615932,highway,Residential,regular
23615933,name,Akdeniz Avenue,regular
23615933,oneway,Yes,regular
23615933,highway,Residential,regular
23615934,name,Necatibey Boulevard,regular
23615934,oneway,Yes,regular
23615934,highway,Residential,regular
23615937,name,1382 Street,regular
23615937,highway,Residential,regular
23615939,name,1391 Street,regular
23615939,oneway,Yes,regular
23615939,highway,Residential,regular
23615941,highway,Pedestrian,regular
23615945,oneway,Yes,regular
23615945,highway,Tertiary_Link,regular
23615951,name,1464 Street,regular
23615951,highway,Residential,regular
23615952,oneway,Yes,regular
23615952,highway,Residential,regular
23615954,oneway,Yes,regular
23615954,highway,Secondary,regular
23615959,lanes,2,regular
23615959,oneway,Yes,regular
23615959,highway,Primary,regular
23615959,surface,Asphalt,regular
23615960,ref,D300,regular
23615960,name,Port Avenue,regular
23615960,lanes,3,regular
23615960,oneway,Yes,regular
23615960,highway,Primary,regular
23615960,surface,Asphalt,regular
23615965,name,1476/1 Street,regular
23615965,highway,Unclassified,regular
23615966,name,1456 Street,regular
23615966,highway,Unclassified,regular
23615967,highway,Primary,regular
23615967,lanes,2,regular
23615967,oneway,Yes,regular
23615967,railway,Tram,regular
23615967,surface,Asphalt,regular
23615980,oneway,No,regular
23615980,highway,Residential,regular
23615981,name,1399 Street,regular
23615981,oneway,-1,regular
23615981,highway,Residential,regular
23615982,name,Işılay Saygın Street,regular
23615982,oneway,Yes,regular
23615982,highway,Residential,regular
23616008,name,1383 Street,regular
23616008,highway,Residential,regular
23616010,name,1380 Street,regular
23616010,highway,Residential,regular
23616012,source,Bing,regular
23616012,highway,Tertiary,regular
23616021,name,Rakım Erkutlu Avenue,regular
23616021,source,Bing,regular
23616021,highway,Tertiary,regular
23616027,name,574 Street,regular
23616027,source,Bing,regular
23616027,highway,Tertiary,regular
23616028,source,Bing,regular
23616028,highway,Track,regular
23616035,name,Ali Rıza Avni Boulevard,regular
23616035,oneway,Yes,regular
23616035,highway,Primary,regular
23616035,sidewalk,Both,regular
23616038,highway,Secondary,regular
23616039,highway,Primary_Link,regular
23616041,highway,Secondary,regular
23616047,highway,Unclassified,regular
23616086,name,Fevzipaşa Boulevard,regular
23616086,oneway,Yes,regular
23616086,highway,Primary,regular
23616093,highway,Primary,regular
23616093,lanes,3,regular
23616093,maxspeed,70,regular
23616093,name,Mustafa Kemal Sahil Boulevard,regular
23616093,oneway,Yes,regular
23616093,ref,D300,regular
23616093,surface,Asphalt,regular
23616116,ref,D300,regular
23616116,name,Mustafa Kemal Sahil Boulevard,regular
23616116,lanes,3,regular
23616116,oneway,Yes,regular
23616116,highway,Primary,regular
23616116,surface,Asphalt,regular
23616116,maxspeed,70,regular
23616175,layer,-1,regular
23616175,landuse,Retail,regular
23616183,highway,Unclassified,regular
23616187,name,120/1 Street,regular
23616187,highway,Residential,regular
23616190,highway,Residential,regular
23628719,highway,Secondary,regular
23628724,name,Ordu Avenue,regular
23628724,highway,Tertiary,regular
23628760,name,Filiz Avenue,regular
23628760,oneway,Yes,regular
23628760,highway,Tertiary,regular
23628767,oneway,Yes,regular
23628767,highway,Primary,regular
23628768,highway,Tertiary,regular
23628773,highway,Residential,regular
23628800,highway,Tertiary,regular
23628820,highway,Unclassified,regular
23628826,highway,Unclassified,regular
23628835,highway,Residential,regular
23628837,highway,Tertiary,regular
23628873,oneway,Yes,regular
23628873,highway,Primary_Link,regular
23628881,highway,Unclassified,regular
23628885,highway,Tertiary,regular
23628922,highway,Unclassified,regular
23628974,oneway,Yes,regular
23628974,source,Survey,regular
23628974,highway,Primary,regular
23628974,maxspeed,50,regular
23628988,highway,Unclassified,regular
23629044,highway,Residential,regular
23629046,foot,Yes,regular
23629046,highway,Footway,regular
23629066,oneway,Yes,regular
23629066,highway,Tertiary,regular
23629085,highway,Tertiary,regular
23629092,highway,Residential,regular
23629131,oneway,Yes,regular
23629131,source,Bing,regular
23629131,highway,Tertiary,regular
23629133,highway,Secondary,regular
23629141,highway,Residential,regular
23629144,name,İsmail Sivri Boulevard,regular
23629144,highway,Secondary,regular
23629154,name,364 Street,regular
23629154,highway,Residential,regular
23629154,created_by,Potlatch 0.10F,regular
23629178,highway,Unclassified,regular
23629192,highway,Unclassified,regular
23629206,highway,Unclassified,regular
23629207,name,Boğaziçi Avenue,regular
23629207,highway,Tertiary,regular
23629212,highway,Unclassified,regular
23629213,highway,Unclassified,regular
23629213,created_by,Potlatch 0.8A,regular
23629218,highway,Unclassified,regular
23629224,highway,Unclassified,regular
23629226,highway,Unclassified,regular
23629262,highway,Residential,regular
23629264,name,3460 Street,regular
23629264,highway,Unclassified,regular
23629267,highway,Residential,regular
23629272,highway,Unclassified,regular
23629285,highway,Unclassified,regular
23629296,highway,Residential,regular
23629297,highway,Residential,regular
23629301,highway,Residential,regular
23629306,highway,Unclassified,regular
23629311,highway,Residential,regular
23629335,highway,Residential,regular
23629341,highway,Residential,regular
23629349,highway,Residential,regular
23629350,highway,Residential,regular
23629359,highway,Residential,regular
23629360,highway,Residential,regular
23629363,highway,Residential,regular
23629363,created_by,Potlatch 0.8A,regular
23629367,highway,Tertiary,regular
23629375,layer,-2,regular
23629375,landuse,Forest,regular
23629375,created_by,Potlatch 0.8A,regular
23629399,highway,Unclassified,regular
23629431,foot,Yes,regular
23629431,name,Anafartalar Avenue,regular
23629431,source,Bing,regular
23629431,highway,Living_Street,regular
23629458,waterway,Drain,regular
23629486,layer,-1,regular
23629486,landuse,Commercial,regular
23629498,highway,Service,regular
23629498,created_by,Potlatch 0.8A,regular
23629504,area,Yes,regular
23729832,ref,K-30/08,regular
23729832,oneway,Yes,regular
23729832,highway,Motorway,regular
23729842,oneway,Yes,regular
23729842,highway,Motorway_Link,regular
23729842,embankment,Yes,regular
23729843,layer,1,regular
23729843,bridge,Yes,regular
23729843,oneway,Yes,regular
23729843,highway,Motorway_Link,regular
23729843,created_by,Potlatch 0.10A,regular
23729847,ref,K-30/08,regular
23729847,oneway,Yes,regular
23729847,highway,Motorway,regular
23729847,embankment,Yes,regular
23729852,ref,K-30/08,regular
23729852,oneway,Yes,regular
23729852,highway,Motorway_Link,regular
23729854,ref,K-30/08,regular
23729854,oneway,Yes,regular
23729854,highway,Motorway_Link,regular
23729854,maxspeed,70,regular
23729861,oneway,Yes,regular
23729861,highway,Motorway_Link,regular
23729861,created_by,Potlatch 0.10A,regular
23729862,ref,K-30/08,regular
23729862,oneway,Yes,regular
23729862,highway,Motorway,regular
23729862,maxspeed,80,regular
23729862,created_by,Potlatch 0.10F,regular
24660014,name,Haşim İşcan Avenue,regular
24660014,highway,Secondary,regular
24660048,name,Sakarya Avenue,regular
24660048,highway,Secondary,regular
24664662,oneway,Yes,regular
24664662,highway,Primary,regular
24664662,maxspeed,50,regular
24664762,oneway,Yes,regular
24664762,highway,Primary_Link,regular
24664762,junction,Roundabout,regular
24664771,oneway,Yes,regular
24664771,highway,Primary_Link,regular
24664771,junction,Roundabout,regular
24664771,created_by,Potlatch 0.9C,regular
24664832,ref,O-30,regular
24664832,name,Izmir Çevre Yolu,regular
24664832,lanes,3,regular
24664832,layer,1,regular
24664832,bridge,Yes,regular
24664832,oneway,Yes,regular
24664832,highway,Motorway,regular
24664832,created_by,Potlatch 0.9C,regular
24664913,layer,1,regular
24664913,bridge,Yes,regular
24664913,oneway,Yes,regular
24664913,highway,Motorway,regular
24664913,maxspeed,90,regular
24664913,created_by,Potlatch 0.9C,regular
24664917,ref,O-30,regular
24664917,name,Izmir Otogar Bağlantısı,regular
24664917,lanes,3,regular
24664917,oneway,Yes,regular
24664917,highway,Motorway,regular
24664917,maxspeed,100,regular
24664917,minspeed,40,regular
24664917,created_by,Potlatch 0.10A,regular
24664918,ref,O-30,regular
24664918,name,Izmir Otogar Bağlantısı,regular
24664918,layer,1,regular
24664918,bridge,Yes,regular
24664918,oneway,Yes,regular
24664918,highway,Motorway,regular
24664918,maxspeed,80,regular
24664918,minspeed,40,regular
24664920,ref,O-30,regular
24664920,name,Izmir Otogar Bağlantısı,regular
24664920,lanes,2,regular
24664920,oneway,Yes,regular
24664920,highway,Motorway,regular
24664920,maxspeed,80,regular
24664920,minspeed,40,regular
24664921,ref,O-30,regular
24664921,name,Izmir Otogar Bağlantısı,regular
24664921,layer,1,regular
24664921,bridge,Yes,regular
24664921,oneway,Yes,regular
24664921,highway,Motorway,regular
24664921,maxspeed,80,regular
24664921,minspeed,40,regular
24664992,highway,Secondary,regular
24664994,layer,1,regular
24664994,bridge,Yes,regular
24664994,highway,Secondary,regular
24665136,ref,D300,regular
24665136,name,İzmir-Uşak Yolu,regular
24665136,oneway,Yes,regular
24665136,highway,Trunk,regular
